text;gun-control
Sendo liberado em outros países, pode-se notar a insensatez de tal ato pelos exemplos históricos envolvendo assassinatos ocorridos em escolas além de mortes por acidentes. Se no Brasil já há assassinatos envolvendo porte de armas ilegal, não existe vantagem em legalizar seu uso e facilitar a compra e venda de tais objetos em um país de extrema violência;against
Ninguém tem o direito de tirar a vida do outro, acredito que violência gera violência. É pela falta de amor, incompreensão, egoísmo que surgem as mazelas e a forma de diminuí-las não será através de armas.;against
Desde a época das cavernas até o recente tempo do velho oeste, o ser humano tem portado armas para se defender. Porém, com a evolução dos meios de prevenção e dissuasão, além da evolução das armas, é possível ao Estado atuar de modo mais contundente de modo a prevenir ameaças, bem como agir mais pronta e eficientemente diante de situações de uso da força. Assim, exceto o contexto de uma nação em guerra, o mais recomendado é que os cidadãos comuns não precisem fazer uso da força de armas de fogo, pois estas são extremamente destrutivas à sociedade, além de haver necessidade de uma grande capacidade de indivíduos e organizações para seu uso, fato este que não é trivial para ser alcançado.   ;against
O porte de armas não deve ser liberado para a população. A compra e porte indiscriminado pode levar ao aumento da violência e mortes causadas propositalmente ou acidentalmente por armas. A cultura brasileira sempre foi baseada na lei de Talião, na justiça com as próprias mãos e nada garante que o porte diminuirá a violência.;against
O porte de arma prejudicaria a segurança e qualidade de vida das pessoas. Imagino que o número de ameaças com a arma de fogo seria prejudicial e traumática para as pessoas. Acredito também que o número de reações em assalto aumentaria bastante e, consequentemente, o número de mortes aumentaria. Acho que funcionaria se existisse uma forma de educação e orientação no manejo da arma que realmente seja eficaz, mas dificilmente será.;against
Fui atirador dos doze aos vinte um anos, nunca fui violento. Nunca utilizei armas contra alguma pessoa. Analisando países onde o cidadão comum tem o direito ao porte de arma, observo que o Brasil não tem índices menores de violência envolvendo armas de fogo.;for
Brigas e discussões sempre irão ocorrer, seja familiar, no trânsito e etc. Nosso povo latino americano possui um emocional muito fraco e orgulhoso, com isso, qualquer desaforo é motivo para confronto. Fornecer armas de fogo para o cidadão comum só aumentaria a quantidade de tragédias. E não, não iria proteger a população contra bandidos armados. Reagir a um assalto é arriscado demais. Enfim, sem um treinamento adequado, qualquer um utilizando uma arma pode facilmente resultar em algo terrível.;against
As armas devem ser de uso exclusivo das autoridades, na atualidade as pessoas estão cada vez mais intolerantes, o porte de armas para todos pode acarretar em tragédias de larga escala.;against
A liberação de armas no Brasil traria mais violência, não creio que a sociedade esteja preparada, ou ainda que teria uma qualificação adequada no caso da liberação.;against
Uma arma é um objeto fabricado pura e unicamente para uso violento. Um objeto desse tipo não deve ter espaço numa sociedade civilizada. Ele fere o direito à vida de todas as outras pessoas ao redor e a segurança deve ser resolvida de forma não violenta.;against
Por mais que eu defenda o porte de armas e outros países nos quais é autorizado, eu não acredito que o Brasil teria capacidade de manter o controle disso e manter a paz nas ruas, a punição seria bem menos rígida e isso incentivaria o uso das tais armas para cometer crimes.;against
O porte de armas pelos cidadãos de forma livre os amadurece quanto à violência do cotidiano, deixando um ar de segurança privada ... porem há a baixa dos preços de armas contrabandeadas contribuindo para a retenção do tráfico !;for
Num país em que os bandidos estão melhor armados que a Polícia, não acredito que estejamos preparados para o porte de armas...Acredito que ao possuir uma arma, o país ficará mais caótico do que já está....;against
O porte de armas de fogo assume violência. A linha entre a autodefesa e a agressão é muito tênue: a noção sobre a sensação de prejuízo e o direito de agredir outras pessoas se torna muito subjetiva.;against
É complicado, pois atrás do porte de arma precisa ter um controle bem apurado. No caso, exames psicológicos, histórico de precedentes e controle da venda também.;neutral
O porte de armas de fogo contribui com a falsa ideia de que a segurança pública está na mão do cidadão comum, tirando-a da pauta de discussão pública. O porte de armas não melhora a defesa da pessoa, ao contrário alimenta o medo que gera insegurança.;against
Uma pessoa com porte de arma, não representa necessariamente segurança para ela e pra sua família, dependendo da pessoa , diversas Situações poderão levar a uma tragédia, como uma falta de orientação de como usar, problemas na escola se tratando de uma criança, a suicídios, caso alguém tenha algum problema psíquico , entre tantos outros .;neutral
O porte de armas pode aumentar a probabilidade de acontecer crimes e casos de violência de uma forma não esperada para uma sociedade que não está preparada para controlar a liberação da maneira correta e que já sofre de inúmeros incidentes de violência sem armas de fogo.;against
O porte de armas é, sem dúvidas, desnecessário para a sociedade. Um ambiente em que todos estão constantemente sob pressão não abre espaço para a confiança e segurança, características que deveriam ser, na teoria, preservadas com o porte de armas, mas, na prática, não ocorre, como visto nos anos anteriores no EUA, em que a legalização de armas trouxe apenas mais problemas sociais, alteração psicológica do portador, acidentes, etc., do que soluções para eles.;against
Porte de Arma de fogo não é a solução para nada, é invenção de guerra, não tem como ser algo bom, principalmente em uma sociedade mal educada e intolerante.;against
A faculdade mental das pessoas deveria ser julgada de forma completa. Por exemplo, no Texas o porte de arma é liberado e você pode andar na rua com a arma na cintura. Porém, quando eu estava lá um mendigo assassinou um policial. Então, esta questão é extremamente complexa. Entretanto, acho que todo cidadão deveria ter o direito de se defender na sua própria casa, como por exemplo uma invasão de domicílio.;neutral
O porte de armas é uma situação que na minha opinião pode gerar violência, pois, qual a necessidade de uma arma de fogo caso você não precisa usar? Eu considero esse tipo de armas desnecessários, porém, acredito que armas brancas como espadas, lanças e alabardas não consistem em um problema caso a pessoa seja um praticante de bushido ou alguma outra arte marcial, pois a pessoa está treinando o corpo e a mente.;against
A arma é apenas um instrumento, e por ser potencialmente letal deveria ser acompanhado de uma permissão adequada para seu uso. Mas infelizmente em um pais com tamanho índice de corrupção tal como o Brasil, licenças seriam compradas de maneira ilegal tal como são as cartas de motoristas. Permitindo assim amplo acesso de pessoas não qualificadas a um instrumento de segurança, assim o transformando em um problema em potencial.;against
O porte de arma só me traria mais insegurança. Ao andar na rua você estaria num medo constante por não saber quem está armado ou não. Por outro lado, na atual crise de segurança pública que nosso país vive, negar a chance de alguém se defender em uma situação de violência não me parece correto.;neutral
Em muitos países, diversas pessoas moram em áreas rurais nas quais não existem delegacias ou batalhões da polícia. Para que a vida delas seja preservada e elas tenham direito à segurança, penso que é importante liberar o porte de armas. Além disso, no Brasil em particular, é recorrente os casos em que a polícia entra em greve, faltam policiais, equipamentos e etc. Por isso, é importante que com muita cautela e restrições, o cidadão comum, devidamente treinado, sem histórico de crimes e com suas faculdades mentais intactas possa ter acesso à armas.;for
O ser humano deve ter o direito do porte de armas para a legítima defesa e deve ser punido caso tenha feito o uso contra outro ser humano. Claro isso significa também o que o a justiça deve funcionar corretamente julgando os casos corretamente.;for
O porte de armas é um incentivo de vingança pessoal e não de justiça ou defesa pessoal. Ademais, quanto mais armas maiores são os risco de ocorrer acidentes. Todos já ouviram relatos de acidentes com armas de fogo ou rompantes que culminaram na perda de uma vida. Não há como armas contribuírem positivamente para uma sociedade.;against
Vivemos um país violento e precisamos nos  defender dos agressores de igual para igual. Não quero que virem um campo de batalha dentro da sociedade, porém precisamos nos defender e ter melhor armamento que os agressores para isso impor a paz.;for
Na minha opinião, penso que o porte de armas não deveria ser legalizado, pois estatísticas mostram que, mesmo sem a sua legalização, o brasileiro morre por situações desnecessárias com uma relativa frequência. Então, acredito que o porte de armas legalizado aumentaria a quantidade de casos de mortes desnecessárias.;against
Cada pessoa tem sua personalidade, difíceis ou não de lidar, o ser humano é muito diferente entre si, qual é o ponto em que a barreira do respeito se torna desrespeito, do crime, da agressão a vida, ao outro, à família.;for
considero arma para cidadãos comuns absolutamente perigoso porque, apesar da violência que há nos tempos atuais se o cidadão comum estiver com uma arma sem saber atirar morrerá o que irá gerar mais violência em série.;against
Acho que a proibição e restrição indiscriminada estimula o desenvolvimento de mercados paralelos e consequentemente o crime. Essa situação é análoga a situação do comércio ilegal de entorpecentes.;neutral
portar armas estimula a violência. mesmo que se diga que não usará, tendo arma, num momento de ira a pessoa é capaz de cometer um desatino. portanto, quanto menos possibilidade de ter arma melhor;against
Minha opinião não é completamente formada, mas tendo a pensar que o porte de armas não é fortemente correlacionado com a violência ou a falta dela. Existem países com baixa taxa per capita de armas que possuem elevados níveis de homicídios por arma de fogo(Brasil, Austrália), países com baixa taxa de armas e níveis baixos de homicídios(China), países com alta taxa de armas e altos níveis de homicídios(Venezuela) e países com alta taxa de armas e baixos níveis de homicídios(Canadá). Para o caso do Brasil, acredito que as únicas mudanças na legislação deveriam ser a exclusão do critério de necessidade(subjetivo), maior rigor nos testes psicológicos e melhor treinamento de tiro e manipulação das armas, bem como a aplicação de um curso breve de legislação de armas de fogo(possíveis crimes, como se configura legítima defesa, como e onde guardar a arma, locais onde você pode levar a arma, etc.);neutral
É arriscado que cidadãos portem armas, pois situações de estresse podem levar a óbito ou até mesmo levar ao problema que os Estados Unidos estão vivendo em suas escolas.;against
Reconheço o porte de armas como um direito que deveria ser garantido à população. Contudo, há outros serviços que o estado deveria garantir, mas não garante ou garante de forma insatisfatória. A segurança pública deveria melhorar, acesso à educação e à saúde de qualidade, o sistema prisional e o judiciário deveriam melhorar. O problema com o tema é que, com frequência, o porte de armas é visto como uma solução rápida para a deficiência dos serviços mencionados. Para que tal direito possa ser garantido, campanhas de conscientização, normas e treinamentos deveriam ser ministrados para que as armas não sejam usadas indevidamente.;neutral
Todo cidadão tem direito a se defender, devendo receber treinamento adequado para isso. Porque o bandido pode ter armas, já que fica impossível à polícia controlar, e o cidadão de bem não?;for
Com tanta insegurança, à vezes pensar em portar uma arma pode trazer um pouco mais de tranquilidade, mas é algo paliativo e não o certo a se fazer. As armas podem servir como proteção para o cidadão comum.;neutral
O cidadão comum não tem preparo técnico e muito menos psicológico para portar uma arma de fogo. Acredito que o número de pessoas baleadas subiria muito e o número de assaltos ou outros crimes não diminuiria tanto assim.;against
O porte de armas em si, não parece um problema para mim. Entretanto, sabemos que nem todas as pessoas estão aptas a ter esse direito, uma vez que pessoas parecem tender a se tornarem mais 'valentes' quando estão com uma arma.;neutral
Existem diversas experiências ao redor do mundo que demonstra que o aumento da quantidade de armas em circulação piora os índices de segurança pública, não há motivos para continuar tentando aplicar tal regra.;against
Além de vários estudos indicando que a violência só aumenta se a população é armada, o Brasil não é sério o suficiente pra esse tipo de situação. Se nem para tirar licença para dirigir os exames são feitos direito, imagina para uma arma de fogo.;against
Dados como o número de mulheres mortas diariamente no Brasil, de casos de violência domésticas, de brigas no trânsito, assassinato de homossexuais/transexuais, entre outros, demonstram que o brasileiro, mesmo desarmado, possui comportamento agressivo, que somente seria potencializado pela liberação do uso das armas de fogo. O melhor caminho para a proteção dos cidadãos não é liberar o porte de armas, mas sim investir em treinamentos de qualidade para melhorar o sistema de segurança pública brasileiro.;against
Vai causar mais mal do que bem. Pessoas assustadas ou loucas vão acabar matando outras de maneira mais fácil do que seria de outra forma. Criminoso vai continuar sendo criminoso, não importa quem mais esteja armado;against
O porte de armas poderia ser permitido desde que isso fizesse parte da cultura do povo brasileiro, como o é para parte dos americanos. Como isso é inviável a curto prazo, vejo como utópico esse tema no Brasil. Além disso, com pouco desenvolvimento social e as desigualdades presentes aqui, a liberação do porte de armas seria um desastre.;against
Não possuo uma opinião bem definida sobre. Acho que ao mesmo tempo que seria válido e muito útil, se usado apenas em residências, poderia ser perigoso, mesmo levando em consideração idade e teste psicológicos.;neutral
Sou favorável ao porte de armas de pequeno porte. As pessoas tem o direito a terem armas de fogo, desde que haja uma forte avaliação psicológica e treinamentos para evitar problemas futuros como ataques em massa ou acidentes. Entretanto, sou totalmente contra o porte de armas de grande porte e destruição em massa como rifles, metralhadoras e outros. Exemplos nítidos nos Estados Unidos mostram que esse tipo de armamento pode levar desastres. Como em Las Vegas e Miami.;for
Eu sou contra o porte de armas pelo cidadão comum, porque acredito que ao invés de trazer segurança, isso pode trazer mais violência para as nossas cidades. O cidadão comum não tem preparo para se defender com armas, e além disso pode usar isso para se vingar ou para resolver brigas e outros problemas. Cabe ao Estado proteger seus cidadãos e investir em políticas de segurança pública, e não ao cidadão comum.;against
O porte de armas não pode ser visto como solução em si, sobretudo em países onde a legislação é falha, ambígua e branda, a jurisdição lenta e funcional à classe social quanto em termos práticos, porque a facilidade de se ter uma arma independe de compromisso do uso permitido por lei do portador. No Brasil, temos altos índices de crimes passionais, feminicídios, no estado de São Paulo, 83% dos homicídios foram por razões fúteis ou por impulso (Conselho Nacional do Ministério Público). Então, o porte de armas apenas fortaleceria a banalização dos crimes por armas de fogo. Portanto, o momento do país não permite o porte de armas com baixas restrições.;neutral
O cidadão comum não deveria portar armas de fogo pelo fato de o risco que este instrumento traz ser maior que o eventual benefício, da segurança. Os portadores de armas reagiriam aos crimes, aumentando os riscos de morte. Além disso, imagino que as armas seriam usadas em motivos banais.;against
O cidadão comum não possui preparo, nem técnico, nem psicológico para portar uma arma de fogo. Além de pesquisas que mostram que o aumento do número de armas de fogo não diminui os casos de violência, pelo contrário ajudam no aumento dela.;against
Tem que haver muito mais cuidado com a concessão de quem tem o porte de arma de fogo. O cidadão que agir de maneira equivocada no uso da arma de fogo, tem que responder severamente pelas consequências que ele infringir.;for
"Acredito que no Brasil o porte de armas levaria a um aumento no número de mortes e representaria muito mais perigo para a sociedade. É verdade que bandidos possuem armas, mas quantas pessoas hoje ditas ""de bem"" não se tornariam criminosas em ocasiões em que agem de cabeça quente?";against
Eu acho que pessoas de bem não precisam usar armas, mas o Estado deve fazer a sua parte educação em turno integral onde no futuro teremos uma geração com responsabilidades e cidadania e Ética.;against
O porte de arma deveria ser proibido ao cidadão, no entanto, o que temos visto é bandidos armados e cidadãos de bem reféns à violência, vítimas fatais. Logo, o porte de armas deve ser estendido à parcela da população desprotegida;neutral
A ascendência do extremismo junto com a ignorância e as bolhas sociais que a internet reforçou com as redes sociais trouxeram à tona vários comportamentos socialmente inaceitáveis que poderiam ser agravados caso as partes portassem armas de fogo.;against
Apesar de parecer razoável dar o direito de proteção e defesa pessoal para um cidadão de bem, este tema ainda divide especialistas ao redor do mundo e existem evidências apontando para a correlação reversa do porte com a violência. Em outras palavras, pode-se gerar um efeito contrário ao desejado inicialmente, aumentando a violência e número de mortes por arma de fogo.;neutral
O direito a legítima defesa é inalienável. O Estado não pode ter o monopólio da força. Os criminosos, por definição, não seguem as leis. Sendo assim, apenas cidadãos de bem são prejudicados com a proibição do porte de armas.;for
O cidadão tem o direito de se defender, defender terceiros e defender seus bens. Deve haver um controle do armamento com treinamento, exames psicológicos e endurecimento de pena para o uso não correto do armamento. Infelizmente no Brasil atualmente as pessoas não têm mais liberdade, pois andam com medo quando deveria ser o contrário. Além disso, acredito que a falta de segurança (que o armamento civil poderia diminuir) afeta o microempreendedor uma vez que pessoas sendo roubada ou furtadas tendem a reaver seus bens mesmo que a longas parcelas. Se seus bens não fossem subtraídos, o dinheiro que ela investiria em reaver seus bens poderia ser usado em pequenas lojas de roupas, restaurantes e lazer. Além disso, muitas mulheres que são vítimas de estupro poderiam se defender.;for
Como todos temos direito à defesa pessoal me parece estranho que uma ferramenta como uma arma de fogo seja proibida para um cidadão de bem que tem que viver com medo enquanto traficantes e bandidos tem acesso fácil a armas.;neutral
Não tenho certeza com relação a armas. Acho que temos que nos proteger mas não sei se é essa a proteção que as pessoas comuns tem habilidade e capacidade de portar armas.;neutral
O brasileiro não tem a educação necessária para portar armas, não possuímos estrutura de apoio para a maioria dos jovens que são influência da marginalidade.;neutral
Estudos e diferentes evidências apontam que não há correlação entre a flexibilização do acesso a armas de fogo e a redução de crimes violentos, homicídios. Além disso, a flexibilização do acesso tende a vitimizar e vulnerabilizar mais ainda mulheres, uma população já altamente exposta à violência no ambiente privado e aberto.;against
Cada caso deve ser avaliado uma vez que nem todos tem equilíbrio para possuir uma arma. Contudo, é necessário que haja uma forte conscientização sobre o uso, os riscos e as responsabilidades.;neutral
A organização social na perspectiva da escola filosófica do contratualismo, parte da premissa de que existia em um momento antecessor aos arranjos políticos e institucionais marcado pela prepotência individual e liberdades tamanhas só resultariam em selvageria e caos. Assim o expoente do contratualismo inglês, Thomas Hobbes, justificava a parcial redenção da liberdade individual em prol de um indivíduo (Monarca, mas também podendo extrapolar para demais sistemas políticos, como as repúblicas e aristocracias) para que seja possível haver, por meio de um poder moderador, atingir equilíbrio social. Todavia, sistemas políticos são essencialmente arranjos de poder, assim suscetíveis a colapsos (internos e externos) por mais diversos motivos. Uma vez rompido o status quo em que era possível transferir todas as responsabilidades de segurança pública ao poder institucional (a polícia e o poder judiciário) tendem a deixar lacunas. São nesses momentos, tão frequentes nas histórias das nações em tempos de crise, que se faz necessária exercer a capacidade de autodefesa, seja nas épocas dos sabres ou da pólvora.;for
Permitir o porte de armar, iria somente aumentar a complexidade da segurança pública, e não iria resolver o problema. Quem é a favor do porte de armas, parte do ponto de vista que iria aumentar a segurança particular, mas diversas pessoas sem preparação iram tornar a segurança pública mais caótica. Existiram muito mais pessoas sem equilíbrio emocional, e com mas intenção com acesso a armas.;against
"A população não tem mentalidade pra ter uma arma em casa. Diariamente vemos notícias relatando a violência no país. Grande parte das pessoas sempre querem resolver algum problema na base da violência, seria muito fácil tirar uma arma do bolso e atirar, nesses momentos de cabeça quente poucas pessoas costumam pensar antes de cometer algo. Deveriam regular o controle de armas somente para a polícia e aumentar a fiscalização das vendas, o que acontece é que bandidos têm acesso a armas mais poderosas que a própria polícia, se isso não fosse uma verdade, talvez não precisássemos de se preocupar com isso. Já temos armas em mãos de pessoas erradas, então se liberassem, poderíamos piorar mais ainda a situação. E no final, a questão ""segurança"" vai ser só questão de ""atirar primeiro"".";against
Não acho que qualquer civil possa portar armas, estatísticas já mostraram claramente que isso só aumenta o número de homicídios ou feridos. Apenas profissionais treinados e pessoas em situações específicas deveriam ter o direito de portar armas.;against
Eu tenho medo de criar justiceiros ao liberar o porte de armas, ninguém pode se achar no direito de dar uma de Charles Bronson contra os marginais, como vamos garantir que aquelas pessoa sabe como usar uma arma? Tem condições sócio-emocionais para isso? Ter uma arma em casa aumenta o risco de acidentes fatais. No Brasil, duas crianças são feridas todos os dias graças ao acesso às armas dos pais. Fora que muitas crianças acabam trazendo a arma do pai para a escola. Na Austrália, 5 anos após o desarmamento aprovado pelo partido liberal, a taxa de homicídios caiu 50%. Austrália, Inglaterra e Japão, países onde as armas foram proibidas, são os países onde menos se mata com armas de fogo. Enquanto os EUA, onde as armas são compradas em qualquer esquina, é o oitavo país onde mais se mata.;against
"De fato, possuir armas de fogo é dar liberdade para pessoas poderem se defender. Claramente, que essa ""liberdade"" deve ser alinhada ao grau psíquico e social da pessoa. Uma vez que não podemos dar uma arma, por exemplo, a um bandido.";for
Não existe nenhum tipo de treinamento para que pessoas comuns. Tampouco uma avaliação psicológica com o portador e seus familiares (filhos, cônjuge), o levantamento de antecedentes familiares e criminais, pode vir a ser falho ou facilmente burlável. O risco de um acidente é eminente haja vista países em que alguns estados tem seu porte legalizado.;against
A população não é consciente o suficiente para fazer uso de armas de fogo, isso só aumentaria os índices de assaltos e mortes. Muitos usam como argumento que o porte de armas ajuda na defesa de cidadãos contra assaltantes e etc., mas investimentos em segurança pública seria muito mais eficiente.;against
Não concordo com o porte de armas. A liberação do porte de armas pode aumentar ainda mais a criminalidade no Brasil. O Estado não consegue o controle de coisas banais, quais critérios seriam utilizados para definir o cidadão comum? Pessoas, por exemplo, com bipolaridade poderiam ser consideradas cidadãos comuns?;against
Ninguém deveria ter armas além das pessoas que necessitam de armas, entendo que vivemos uma situação onde a violência está generalizada, mas não é através do porte de armas que a violência irá diminuir, entendo que a educação e acesso a melhores oportunidade é o que pode mudar nossa realidade. Hoje vemos os Estados Unidos, uma cultura onde baseada no uso de armas sofrendo graves atentados e aumentando o índice de violência a cada dia. Nosso problema não é falta de armas e sim falta de educação e oportunidade a todos.;against
Apesar do momento talvez não ser apropriado em nosso para uma medida como essa, acredito que o direito supremo é a liberdade, portanto o estado não deveria de, modo geral, nos restringir o direito de possuir qualquer artefato;neutral
Não sou a favor de porte de arma para a sociedade! Creio que esta não seja a melhor maneira para garantir a paz entre as nações! Devemos pensar em outros meios para garantir a harmonia entre as pessoas!;against
As pessoas do país têm uma mentalidade não equilibrada para lidar com armas, e isso causaria um caos por motivos fúteis e nada justificáveis entre a sociedade.;against
O porte de armas deve ser um direito de todo cidadão, para auto defesa e de sua família. Certamente, o porte deve estar devidamente regulamentado e seguir diretrizes que restringem seu uso e estabeleça regras para aqueles que não as respeitarem.;neutral
Em minha visão, não é possível viver em sociedade sem ter a capacidade para defender-se. Sendo assim considero importante que o cidadão comum tenha capacidade de se defender, ainda que eu, em particular, prefira recorrer a outros métodos de proteção se não armas de fogo.;neutral
O Brasil não é um país que tenha uma população social e psicologicamente preparada para a liberação do porte de arma, ainda com restrições e testes rigorosos. Ainda assim é muito mais viável pensar em expandir a liberação da posse de arma do que o porte. A justificativa se dá pela violência gratuita proporcionada pela população e pela forma como aqueles que têm o porte de arma agem. Quantas mortes por motivo fútil envolvendo arma de fogo nas mãos de alguém que pelos exames psicológicos já não foram feitas?;against
Porte de arma sem treinamento pode causar mais danos do que não portar armas. Acredito que cidadãos comuns deveriam portá-las apenas em casos específicos e com o devido treinamento.;against
Não existe liberdade individual se o indivíduo está proibido de se proteger contra eventuais ataques físicos. Liberdade e autodefesa são conceitos únicos.;neutral
Quando há porte de armas, tem a tendência de tornar a população mais violenta, isso se comprova olhando em outros países como Estados unidos, invés disso devemos focar na educação;against
O não porte de armas traz mais benefícios aos ladrões do que a sociedade, visto que os ladrões não deixarão de usar armas para fazer furtos e roubos. mas o cidadão de bem não terá uma arma para se proteger ou pelo menos fazer com que os ladrões pensem duas vezes antes de um assalto pois a vítima pode estar armada.;for
"Porte de Armas, bem acredito que se as pessoas puderem ter porte de armas, as mesmas acreditarão que ""estarão"" mais protegidas, uma falsa visão, enfim eu não sei o que pensar de modo incisivo sobre este assunto. Legalizar pode ser bom, em contrapartida acidentes ou momentos de devaneio podem acontecer e aí pode ser ruim.";for
Todos tem o direito de se defender, mas ninguém tem o direito de matar. Nenhum bem é mais valioso do que a vida humana. O estatuto não está tirando seus direitos, está impedindo que tire a vida de outra pessoa.;against
O brasileiro não tem cultura e psicológico para tal situação. O uso de arma de fogo não é a solução. O aumento de segurança pública e educação nas escolas é a saída.;neutral
O porte de armas para pessoas comuns poderia ser legalizado sob certas condições, restrições e checagem de muitos fatores e pré requisitos, para poder evitar tragédias.;neutral
Simples: todos podem possuir desde que possuam treinamento para tal, um ok do psicológico, sem registros criminais. Ter o direito de ter uma arma, mas não sair andando com uma no bolso pra tudo que é lado. ou seja, legalizar com regras.;neutral
Além de ser falho, o sistema de segurança administrado pelo estado é lento e tende a ser injusto, além de não confiar em desconhecidos garantindo a minha segurança;for
"Acredito que civis não deveriam possuir armas, nem para defesa própria. E que a política a ser tomada é de conter a violência e diminuir ainda mais o porte de armas em geral. Apesar do propósito de porte de armas ser para defesa própria, sua prática pode oferecer riscos permanentes à sociedade. Entretanto, não estou completamente certo desta opinião, por isso marquei ""provavelmente não"".";against
O porte de armas é algo bastante sério e muito perigoso, podendo transformar brigas e discussões cotidianas em fatalidades, visto que muitas vezes podem acontecer acidentes e/ou pessoas agindo apenas pela força da raiva em um determinado momento, algo que é difícil de controlar. Isso posto, o ideal seria que nem cidadãos comuns nem muito menos bandidos pudessem ter acesso à armas de fogo, evitando assim o maior número de mortes, violências e crimes em geral que usam a arma para coerção.;against
"Armar o cidadão não garante a segurança, ao contrário, pode gerar mais violência e ""justiça com as próprias mãos"", desobrigando o Estado a investir em soluções que respeitem a diversidade e o diálogo.";against
Penso que a população brasileira não está preparada pra isso, se nos países de 1º mundo com qualidade na educação já acontecem atrocidades, imagina num país como o nosso? Com certeza o sistema de saúde ficaria sobrecarregado ainda mais, o sistema penitenciário se transformaria em algo pior do que já se encontra. Seria um caos !;against
Sou convicto de que a população não é psicologicamente preparada para portar armas de fogo. Posso usar como exemplo as brigas de trânsito em qualquer metrópole. Nelas as pessoas se agridem e se ofendem por motivos pífios. Agora imagine se estivessem armadas. O índice de homicídios nas grandes metrópoles subiria absurdamente.;against
Não sou completamente contra, porém, em alguns casos acredito que o porte de arma seria de grande valia. Justifico minha resposta com tendenciosa a negativa porque sabemos que no Brasil não há maturidade para porte de arma, basta olhar casos de violência doméstica ou brigas de trânsito.;neutral
Só faria crescer a violência. Se há boa política de segurança, que funciona e polícia cuida da segurança da sociedade, não é necessário que os indivíduo portem armas. Especialmente com a falta de controle do estado e o tráfico de armas. ;against
Acredito que deveria haver uma política de educação muito grande, antes que essa cultura de porte de armas fosse pensada em ser contemplada no Brasil. Pode gerar alguns benefícios, mas ao mesmo tempo poderá virar um caos para quem não é orientado sobre os impactos do uso inconsequente desse equipamento.;neutral
Acredito que o porte de armas é algo muito sério e uma responsabilidade muito grande para ser permitido a qualquer pessoa, sem critério algum de nível de entendimento sobre o uso desses equipamentos.;against
O porte de armas pode causar mais acidentes, mais atentados como os que já acontecem nos estados unidos, em que pessoas desajustadas obtém o porte de arma e num momento de perda de controle executam atrocidades.;neutral
Num país como o Brasil, quando se trata de segurança publica é assunto muito sério, as autoridades não conseguem avançar e melhorar a situação que o povo está vivendo, claro.. o problema é complexo, envolvendo a educação , benefícios sociais.. etc. acho que se cidadãos puderem portar arma, pelo menos, os bandidos vão se comportar, pois, também têm o medo de se machucar quando pensam em arriscar um assalto ?!;neutral
O uso indiscriminado de armas em sociedades de baixa condição educacional, formação humanística inadequada, condições sociais e econômicas distorcidas deve por prudência e bom senso serem evitadas.;against
A violência está generalizada no Brasil, mais armas só vai alimentar essa violência. O cidadão armado causará mais malefícios à sociedade. Muitos pregam o porte de armas para se defenderem, porém é muito difícil para o cidadão comum mensurar quando ele poderá atirar e quando isso caracterizará legítima defesa. Vejam se um homem me assediar na rua com palavras ofensivas, posso alvejá-lo? Se um menor roubar meu celular, tenho direito de tirar-lhe a vida?;against
Acredito que a maioria das armas que estão na mão de criminosos são ilegais, outro ponto é que quem quiser consegue comprar uma arma ilegal no mercado negro. Logo tirando pessoas desequilibradas não vejo razão para que o cidadão comum possa ter uma arma Registrada;for
Isso só aumentaria a criminalidade, uma vez que muitos cidadãos comuns poderiam ter fácil acesso a armas de fogo.;against
Armas servem apenas para ferir e matar. Deveríamos viver em uma sociedade em que um ser humano sequer cogitasse ferir ou matar o outro, ou ferir um animal por esporte, etc. Não há razão para que o cidadão comum tenha porte de armas, dado que o único objetivo desse item é fazer mal a outrem.;against
Infelizmente o Brasil se encontra em uma situação deplorável quando se trata sobre segurança. O povo brasileiro deveria sim ter o direito de se defender e claro, saber das consequências e regularizações que um porte arma tem.;for
O porte de armas não é justificável, na minha opinião, para ninguém. Violência só gera violência e o que precisa ser alterada é a forma de se pensar em fazer segurança no nosso país, começando a mudar a desigualdade existente e o encarceramento compulsório, por exemplo.;against
Cada um tem direito de fazer o que quiser com a própria vida, e adquirir o que bem entender. Se não interfere na vida de outra pessoa, não tem que ser julgado por outra pessoa ou pelo estado o que o indivíduo pode fazer.;for
O porte de armas está diretamente ligado ao artigo 3 da declaração dos direitos humanos. Este diz que: Todo ser humano tem direito à vida, à liberdade e à segurança pessoal. Ou seja, temos por direito portar armas para nossa proteção.;for
A proibição do porte de armas apenas desarma o cidadão de bem, enquanto o criminoso, pela própria definição da palavra, continuará armado independente do porte de armas estar legalizado ou não.;for
"Penso que armas ""empoderam"" a pessoa. E, que num momento de desespero não há como controlar ânimos. Resumindo acho que armas incitam ainda mais a violência.";against
