text;abortion
"Minha opinião sobre isso é a seguinte: por que não gostamos de morrer? Por que não matamos pessoas? Já parou para se perguntar, meditar e refletir filosoficamente um pouco sobre esses assuntos? Para mim, sem dúvida tem o lado biológico, uma vez que a evolução nos fez não querer morrer, o que é bem óbvio. Mas não é só isso que está envolvido. Nós, seres humanos, gostamos da vida por diversas razões, e entre elas o fato de nos sentirmos um pilar em um sistema, ou seja, estamos extremamente associados a muitas coisas ao nosso redor. Se eu morrer, por exemplo, já imaginou o tanto de coisas que deixariam de acontecer? Eu não veria mais as pessoas que amo ver, não faria as coisas que gosto de fazer e não sentiria mais os hormônios de prazer que gosto de sentir etc. Além disso, todas as pessoas ao meu redor serão afetadas, provavelmente negativamente, porque tenho muitos amigos e família. Quando uma pessoa entra em depressão, perdendo a capacidade de sentir prazer e se sente desnecessária no mundo, são frequentes os casos de suicídio. Mas, se voltarmos para o feto , desta vez, nem sempre tem o amor ou a boa expectativa da família, não tem noção de como é viver e, a depender do tempo de gestação, não tem NEM SEQUER CONSCIÊNCIA, ou seja, é vivo apenas por definição biológica, assim como qualquer formiga, planta ou fungo, que matamos constantemente. Logo, não será prejuízo para ninguém ""matar"" um ser humano ainda nesse estágio de definição biológica da vida, nem mesmo para o feto. Além disso, se deixá-lo criar uma vida humana, essa a que estamos acostumados, com capacidade de pensamento, percepção, sentimentos e tudo, muitas vezes não terá a vida que merecia, como acontece em casos de mulheres que engravidam por estupro ou demasiadamente novas, associando à criança apenas sensação de culpa ou raiva e não amor. Diante do longo texto supracitado, acho interessante retomar que meu posicionamento é favorável ao aborto porque: esse ainda não está ligado à sociedade como um cidadão adulto, nos casos em que ainda não houve formação de consciência humana não haverá nenhum tipo de assassinato, se a vida for tomada com a definição na qual ninguém gosta de perder, em muitas situações a pessoa terá uma péssima vida após nascer.";for
A mulher deve ter o controle total do seu corpo, se ela acha que a decisão do aborto é melhor atitude a ser tomada o estado não deve interferir. Também existe caso de estupro que o filho não foi opção.;for
O aborto deveria ser legalizado apenas em caso de estupro ou situações deste tipo pois seria um caso em que a pessoa sofreu um abuso. Casos em que houve apenas falta de cuidado não fazem sentido porque o feto também é uma vida, e não seria justo retirar a vida.;neutral
"O aborto deve ser permitido para gravidez de risco ou casos de estupro. Toda menina/mulher sabe o que pode acontecer depois da primeira menstruação, o governo incentiva em propagandas, a escola sempre retrata esse assunto e a família também. Se você teve uma relação sexual e não se preveniu, não é justo culpar outra pessoa por isso, todo mundo tem uma base sobre isso, ""gravidez na adolescência"", se tem dúvida é só pesquisar ou procurar alguma ajuda.";against
Legalizar o aborto em ocasiões de estupro e abuso contra a mulher, é algo necessário pois a vitima não escolheu aquilo para ela, então tem o direito de querer ou não querer a criança. Em casos em que a mulher não queria ter o filho mas não se preveniu contra isso, não acho que o aborto seria algo certo de se fazer e sim o incentivo de conscientização e educação sexual nas escolas, nas mídias e etc.;neutral
Legalizar dá a mulher o direito, caso queira, de interromper uma gravidez indesejada. Crianças desejadas sofreriam menos e a sociedade possivelmente sofreria menos com crianças abandonadas/maltratadas por famílias despreparadas. Uma criança precisa de um lar e de pessoas dispostas a cuidar delas.;for
Nunca pensei muito sobre o tema, mas a princípio não me parece tão correto tirar uma vida. Entendo que existem algumas circunstâncias pelas quais seria insustentável gerar um filho, como no caso de um estupro por exemplo. Mas ainda assim temo que na maioria das vezes o aborto seria utilizado para solucionar problemas de mal planejamento.;against
O aborto deveria ser uma decisão da mulher. já que será o corpo dela que carregará o filho por 9 meses, e todas as mudanças que ocorrerão em seus hormônios e corpo.;for
Na minha opinião é necessário legalizar o aborto por dois motivos: o primeiro é respeitar a mulher que deve ser livre para fazer escolhas sobre o próprio corpo (e nem o Estado, nem religiões devem intervir nesse direito), o segundo motivo é que o aborto é uma realidade na nossa sociedade, e acontece ilegalmente, porém quando as mulheres fazem aborto em clínicas clandestinas elas colocam em risco a própria vida e dessa forma muitas mulheres perdem a vida no Brasil e no mundo.;for
A mulher deve ter direito a decidir o que é bom, ruim, viável, como é e de que forma ela vai encarar o futuro, com ou sem a companhia de uma criança ou não.;for
O aborto é abominado pelos cristãos mas a realidade traz à tona que filhos gerados contrária à vontade dos pais tende a ser marginalizados . Luta-se por um país melhor feito de cidadãos bem instruídos.;for
Infelizmente algumas situações são extremamente constrangedoras em uma gravidez inesperada, cito duas delas: estupro e uma família sem condições financeiras. No primeiro caso, ninguém iria se sentir confortável sabendo que seu pai foi um estuprador, e a mãe convivendo com o fruto de uma situação absolutamente desagradável e traumatizante, acho que nem preciso comentar... Na segunda situação, o que adianta mais uma criança no mundo que vai passar fome, dificuldade e até preconceito? Todos tem direito à vida, mas se for pra viver na desgraça, então não se vive, sobrevive.;for
Minha opinião sobre o aborto é de que ele não deveria ser feito, à princípio. Entretanto, existem situações críticas como estupro. Não acho que a falta de responsabilidade de uma mulher deve ser descontada na criança. Entretanto, e se a criança nascer e receber maus-tratos? Viver numa condição de miséria? É uma opinião difícil de ser tomada. Enquanto a legalização pode incentivar o aborto por luxo próprio, pode ser o alívio de uma mãe (que não consegue sustentar) e do filho (que passaria por condições ruins). Não tenho uma opinião muito convicta, mas fico com a ideia de aborto apenas em caso de estupro.;neutral
No cristianismo esta prática é claramente inaceitável, porém em minha opinião, em decorrência da situação, estupro, má formação genética, ou algo que possa comprometer a saúde da mãe e / ou do filho, desde que identificado, precocemente durante o período de gravidez, este deveria ser legalizado.;against
O corpo da mulher e dela, porem considero que o aborto é a última opção a ser feita pois toda vida merece ser respeitada. Então quem decidiu ir pelo aborto e porque é sua ultima opção e não precisa ser esquecida por isso.;for
Na minha opinião, o aborto deveria ser legalizado até uma certo período da gestação, enquanto o feto ainda não está muito desenvolvido. Não acho que abortar nessas condições caracterize estar matando um ser vivo.;neutral
Ainda que a prevenção a casos de gravidez indesejada seja a melhor opção existem casos em que a mulher não tem condições (físicas, mentais, financeiras) de ter um filho, nesses casos ela deveria poder ter a oportunidade de abortar.;neutral
A compulsoriedade da maternidade pode ser compreendida por outra ferramenta de poder do patriarcado. A mulher deve ter o direito de escolher sobre seu corpo. A maternidade, a depender das condições da concepção e nascimento, pode expor a mulher a uma série de riscos psicossociais.;for
Apesar de não ser pessoalmente a favor de abortar (enquanto decisão pessoal e individual), não acho que o Estado deveria tomar tal decisão pelas pessoas. Não há consenso científico hoje no que diz respeito a quando uma vida se inicia. Conclusões a esse respeito costumam ter cunho religioso e uma vez que o Estado é (ou deveria ser) laico, esse tipo de decisão deveria ser individual.;for
Não sou a favor porque também não sou a favor da pena de morte. A despeito do sofrimento da mulher, que eu compreendo, julgo que não posso tirar a vida de alguém. Na verdade esse é um conflito de direitos fundamentais e eu opto pelo direito à vida.;against
Uma das coisas mais fundamentais que regem a sociedade é o livre arbítrio. Sendo assim, as pessoas têm o direito de serem livres para fazer suas escolhas e dado que o corpo é da mulher e a ausência de consciência do feto (a única premissa que eu acredito que o aborto é mais aceitável, caso contrário seria preciso avaliar a situação com mais calma), esse tipo de decisão é dela. Além disso, é sabido que o aborto ocorre de uma forma ou de outra e, portanto, tornar ilegal é apenas aumentar a chance de morte de quem tem menos condições.;for
Acredito no Aborto como, única e exclusivamente, proteção para a mulher. Em casos de Estupro, Risco para a saúde da Mãe, feto já comprometido e afins deveriam ser não apenas legais como também subsidiados. Entretanto, discordo do aborto do ponto de vista social. Acredito ser mais interessante algo que proteja a mulher grávida em situações de risco social do que o aborto.;against
Jamais. Ninguém tem o direito de tirar uma vida. A partir do momento que uma mulher decide abortar, ela estará matando um inocente, sei que muitos falam que ainda não tem formação completa no momento do aborto, sim, sei que não tem, porém, é uma vida do mesmo jeito.;against
As pessoas tem que ter pleno controle sobre sua vida, seu corpo, suas escolhas. Contudo, acredito que a melhor forma de evitar que situações de aborto sejam necessárias seja através da educação.;neutral
Dependendo do caso o aborto deveria ser legalizado. Em casos de estupro, por exemplo, deveria ser concedido este direito. Embora existam controvérsias do momento que surge a vida (alguns dizem 3 semanas de gestação, outros 8 semanas de gestação, etc.), poderia ser implantada uma lei que legalize o aborto até certo nível de desenvolvimento do feto.;for
A questão do aborto também ainda não possuo muito bem definida. Porém, acredito que deve ser aplicada apenas em alguns casos, tais como estupros, incapacidade financeira para sustentar, etc.;neutral
Apesar da discussão ética e das morais religiosas envolvidas no tema, eu acredito que o aborto poderia ser legalizado. Afinal, as pessoas nunca terão a mesma opinião ou valores, e isso não deve impossibilitar que algumas abortem. O aborto legalizado, idealmente, deve ser feito por profissionais e em locais adequados.;for
Apoio a legalização do aborto em casos de estupro, pois nessas situações a vítima não tinha a intenção de engravidar. Trata-se de um crime. Apoio a legalização também em casos em que há riscos à vida da mãe da criança.;for
Aborto só é feita quando a pessoa responsável pelo feto aceitar. Se for feito de uma forma consciente e criar normas que valorize a vida, acredito que não teremos problema na legalização.;for
O aborto deve ser um direito da mulher, não importando a circunstância em que a gravidez ocorreu. A mulher deve ter o direito de decidir o que fazer com o próprio corpo e, em última instância , com a própria vida, já que em muitos casos, a mãe é a que fica com toda a responsabilidade da criação do filho.;for
Acesso à informação e educação previnem gravidez indesejada, mas cabe à mulher decidir sobre seu corpo, principalmente porque a sociedade cobra  responsabilidades apenas da mãe;for
A legalização do aborto tem que ser considerada, principalmente nos casos de agressão a vítima. Outros casos também quando verificado que o embrião está com alguma alteração genética que incapacita o bebe a ter uma vida prolongada.;for
As pessoas que formulam respostas a respeito deste tema sempre precisam, de maneira irremediável, determinar quando a vida começa. Quem é a favor do aborto, acredita que a vida começa aos três meses de gestação, ou a partir do nascimento, ou em algum outro ponto da gestação. Eu acredito que a vida é gerada a partir do momento em que o espermatozoide fecunda o óvulo. Ou seja, aborto é homicídio.;against
Acredito que o aborto seja uma forma de assassinato, passível de punição. Atualmente existem muitas formas de se prevenir uma gravidez e caso os pais não queiram ficar com a criança ainda podem entregar para adoção.;against
O aborto deve ser legalizado, pois a mulher deve poder decidir se quer ou não gerir um filho. Além disso uma criança que os pais não querem tem grandes chances de sofrer em vida.;for
"Complicado tocar num assunto que está enraizado em nossa sociedade, porém acredito que ninguém além da família da mulher que vai realizar o aborto deveria se intrometer. Toda mulher sabe que um aborto gera muitas consequências tanto psicológicas quanto em seu corpo, portanto, se ela realmente deseja fazer o aborto acredito que suas razões são maiores quando ""colocado na balança"" com as consequências. Minha opinião, resumindo: se você é contra o aborto, simplesmente não o faça. Porém, seu direito termina logo onde começa o do próximo e abortar é um direito da pessoa.";for
O aborto ocorre mesmo sendo ilegal, oferecendo riscos às mulheres pela falta de qualidade de clínicas clandestinas. Diz respeito ao corpo da mulher e acredito que ela deve ter o direito de decidir o que fazer sobre. Acredito que nas primeiras semanas de gravidez, o feto não deve ser considerado um ser vivo, mas independentemente da minha crença, deve ser considerado o histórico, como no caso de Portugal, que é legalizado e diminuiu o número de abortos. Isto deve ocorrer devido à humanização que se dá ao ato, possibilitando à paciente conversas com profissionais e fazendo com que casos em que a paciente iria abortar, se fosse ilegal, mudasse de ideia devido a essas conversações. Logo, uma política de legalização é eficaz até mesmo para aqueles que acreditam que o aborto deveria ser ilegal.;for
Abortos serão realizados independente de ele ser legalizado ou não. A legalização do aborto ou pelo menos a descriminalização do mesmo é uma questão de saúde pública, para que as mulheres que o desejem fazer, não tenham que recorrer a métodos clandestinos, remédios de procedência duvidosa. Não cabe à ninguém além das mulheres que estejam sujeitas à essas situações decidir.;for
Este assunto foi tema da monografia para concluir o curso na universidade, bem na época eu era a favor do aborto, defendi a tese a favor, hoje já mais amadurecido, vejo por outro lado, hoje sou contra a legalização do aborto.;against
Uma mãe deve ter o direito a decidir quando salvar a sua própria vida ou mesmo quando desejar não trazer uma criança ao mundo. Se ela não está preparada para isso, o estado não deveria forçá-la;for
O fato de o aborto ser crime não impede que eles aconteçam. Na minha concepção , não cabe a mais ninguém além das pessoas que estariam envolvidas na criação da criança opinar se ela deve nascer ou não.;for
Se a vida é protegida, deve ser integralmente. Não se admite exceção. Ainda mais quando se trata de um ser totalmente indefeso - o feto, o embrião. Ademais, o procedimento é tão violento, ainda que feito num perfeito protocolo médico, que o trauma psicológico na mulher é irreparável.;against
Até um certo período da gravidez o aborto deve ser legal porque é uma escolha da mulher o que fazer com o seu corpo. Ademais, famílias devem ter um mínimo de estrutura para prover cuidados básicos.;for
O aborto é um tema bastante difícil de ser tratado. Penso que ele deveria ser válido quando a gravidez provir de casos de violação contra a mulher ou quando o bebê apresentar alguma anomalia que vá dificultar sua vida. Nos outros casos, por exemplo, gravidez indesejada, existem os métodos contraceptivos para diminuir esses números.;neutral
Não sou a favor da legalização do aborto. Acredito muito no valor da vida. Um bebê no ventre de uma mulher tem vida. Talvez, poderia existir a possibilidade do aborto até uma idade onde ainda exista apenas o embrião, porém quando existe um bebe completamente formado, sou totalmente contra.;against
um tema de fato complicado e que possui bons argumentos dos dois lados. Acredito que deva ser legalizado, uma vez que o nascimento inoportuno de uma criança, aliado a uma instabilidade familiar, pode-a condenar a um futuro miserável e sofrido. Entretanto, não acho que devemos julgar a vida de uma criança pertinente a qual será o futuro dela. De todo modo, se feito com determinado critério, deve sim ser legalizado. Em casos de estupro ou que culminem em riscos de vida para mãe, encorajo o aborto.;neutral
Em casos de estupro ou incapacidade de criar o filho deve-se liberar o aborto. Pior que não ter uma vida é viver uma com falta de atenção e amor dos pais e família.;for
Aborto para mim é um assassinato, pois é uma vida perdida. Então sou completamente contra, mesmo sabendo que isso ocorre de forma ilegal e precária. O problema é de conscientização.;against
O aborto é , e sempre será uma questão de erros e acertos para o nosso País. Temos que ter bom senso em como agir caso a caso, desde um feto mal formado até um estrupo.;against
Não tenho certeza sobre o que deve ou não ser feito no caso de aborto. É difícil estabelecer uma regra geral. Cada caso deve ser estudado com cuidado para não haver abusos.;neutral
Sou a favor apenas da interrupção da gravidez, imediatamente após a ocorrência, para casos de abuso sexual. Ainda assim, com o convento mento da mulher, é claro.;against
Cerca de 4 mulheres morrem por dia em hospitais públicos em decorrência de complicações de aborto (http://saude.estadao.com.br/noticias/geral,diariamente-4-mulheres-morrem-nos-hospitais-por-complicacoes-do-aborto,10000095281). Dizer que proibir o aborto, com exceção de alguns casos, é ser favor da vida (vida essa ainda em formação) é fechar os olhos para muitas mulheres que morrem por ano por conta de aborto clandestino. Legalizar o aborto significa proteger a vida das mulheres, já que não chega a um em cem mil o número de mortes ocasionadas por abortos legais.;for
A legalização do aborto deve ser permitida e auxiliada apenas em casos onde existe risco de vida para a mãe da criança ou onde ela sofreu algum tipo de abuso e teve a gravidez de forma involuntária. Legalizar o aborto independentemente da situação tiraria a responsabilidade, sem assumir os riscos que isso traria, sobre uma nova vida de duas pessoas que optarão pelo prazer da relação sexual.;neutral
Mesmo com possíveis objeções religiosas e/ou morais ao tema, é inevitável que o aborto é um tema de saúde pública. Gostando ou não do fato, ele continua a acontecer diuturnamente em todos os lugares do Brasil.;for
Deve ser considerado toda a situação da gestante e do homem responsável, de forma que caso estes não tenham condições dignas de sustentar uma criança, possam efetuar o procedimento, ou até mesmo em casos de doença.;for
Legalizar o aborto é regulamentar os casos em que ele pode ocorrer, não incentivá-lo. Melhor do que apenas mascarar a realidade, a lei deveria regulamentar os casos em que é válido e melhorar as condições de execução do aborto para que as pessoas possam fazê-lo de forma mais segura.;for
Quando a união legalizar o aborto não teremos tantas mortes de mulheres que procuram clínicas clandestinas para tal ato, além do mais, tanto a mulher rica quanto a pobre fazem o aborto, a diferença é que quem tem recursos vai procurar ajuda e pagar por tal ato.;for
Em caso de liberação, o aborto com certeza seria utilizado de modo impróprio onde meninas jovens fariam sexo sem preservativos e utilizariam o aborto em substituição à pílula do dia seguinte. Deste modo, a sua liberação traria mais mal do que bem para a sociedade, já que os casos onde o aborto realmente é importante, como o estupro por exemplo, são uma minoria.;against
As mulheres abortam, e se submetem a procedimentos perigosos que colocam a saúde delas em risco, legalizar o aborto seria uma forma de trazer mais segurança para quem tomar essa decisão.;for
Como pode o Estado intervir nessa questão? Não pode! Trata-se de uma escolha individual sem consequências diretas para a comunidade. A proibição seria algo fora de questão.;for
Acredito que traz muitos benefícios à saúde física e mental da mulher a decisão de tornar o aborto legal. Porém existe uma questão muito indefinida que é decidir quanto um feto passa a ser considerado um ser humano, um indivíduo a parte. Por isso não estou tão convencido se devemos legalizar o aborto.;neutral
Não apoio a legalização do aborto e jamais apoiarei, tanto pelas meus princípios religiosos quanto como ser humano. O aborto é um assassinato de uma criança indefesa.;against
Acredito que o aborto funcionaria para gravidez indesejada por meio de estupro. No Brasil, isso teria que ser validado por médicos competentes antes de se fazer a cirurgia.;neutral
Acredito que o ideal seria prevenir a gravidez e não tirar uma vida. Mesmo em casos de estupro. O problema não é a criança, o problema foi o crime cometido;against
Não gosto da ideia, acho que em casos de doença do feto e estupro é uma atitude aceitável mas em situações de sexo consensual já deveria ser de sabedoria que a gravidez é uma decorrência provável e que pratica sexo tem que ser responsável pelas consequências.;neutral
"A resposta é incerta no momento que são consideradas duas questões: ""Em que momento se torna imoral impedir o nascimento de um feto?"", ""Em caso de vítima de estupro, não seria injusto obrigar a vítima a ter o filho?"". Por essa razão acredito que a legislação deveria ser flexível para poder decidir quando o aborto é permitido ou não. Porém como é incerto se tal medida poderia ou não ser tomada com sucesso, eu não posso dizer com certeza se o aborto deve ser legalizado.";for
Essa é uma questão polemica, por um lado sou à favor por conta dos casos de estupro, casos em que a situação da mãe é tão precária que ela não teria condições de criar a criança. Mas por outro lado entramos outra vez na questão do povo brasileiro não ter estrutura psicológica pra isso, ia ter gente transando sem camisinha, sem a menor responsabilidade, pelo simples fato de que se engravidar é só abortar.;neutral
a legalização do aborto, é uma questão de saúde pública, pois muitas mulheres (principalmente pobres) morrem ao realizar abortos clandestinos, além do mais, muitas que desejam abortar, tem esse desejo justamente por não ter condições de criar uma criança, e quando a mesma nasce é abandonada, tendo que recorrer a medidas drásticas para a sua sobrevivência, como entrar para a vida do crime.;for
Eu acredito que toda mulher deve ter direito sobre o seu próprio corpo, no entanto a educação sempre é um ponto que limita a capacidade de decisão do ser humano. A medida que banalizar algo como a vida sinceramente pode afetar os valores da sociedade em que vivemos. Na Espanha por exemplo o aborto é permitido para pais que tem filhos com síndrome de down. Se passarmos a escolher as crianças que irão nascer por critérios pessoais, o que nos separa do que os Espartanos faziam?;neutral
Não temos direito algum em opinar na vida alheia, quem ela vai amar, com quem ela vai casar, o que vai fazer, se quer ou não abortar, cada um leva o seu jeito de viver e cada um faz o que achar conveniente para sua vida.;for
Independentemente da posição pessoal (questões morais ou religiosas), o Estado não deveria impedir que uma mulher possa abortar, já que se trata de uma questão de saúde pública.;for
"Existem formas de se proteger, acredito que as pessoas que defendem o aborto, são irresponsáveis que não querem assumir as consequências dos seus atos, pois sabem que se transarem vão estar sujeitas a engravidar e depois não querem ter essa responsabilidade na vida, por tanto é mais fácil tirar o ""incomodo"" para continuar a sua ""vida"". Por outro lado, em caso de estupro, mal formação acredito que se deve dar a mãe todo o direito de escolha.";against
O corpo é da pessoa, a vida é dela. Se ela não está preparada para criar uma criança, desistir não é problema. Além disso, nem toda gravidez vem de boa intenção.;for
A legalização do aborto deve ser aprovada sim, pois a decisão de ter ou não o filho e de responsabilidade do casal, muitas vezes o mesmo não tem condições de fornecer uma criação adequada para o mesmo.;for
Sou a favor em casos de estupro, violência. pois a população brasileira não está preparada para a tomada de decisão. o que deve haver são as conscientização e educação para a maternidade e  paternidade consciente.;neutral
Trata-se de uma questão de liberdade de escolha. A legalização não será uma abertura de precedentes para a realização deliberada de abortos como forma de controle de natalidade. Mulheres abortam, seja de forma legal ou clandestina e legalizar é uma forma de garantir condições médicas ideais para o procedimento. Não se trata de homicídio, dado que o feto não está em formação completa.;for
Nossas maneiras de prevenir a gravidez não são 100% eficientes ou então são prejudiciais à saúde da mulher, a vida da mulher sempre é uma questão de risco, já que uma gravidez inesperada pode causar muitos problemas psicológicos. E já que estamos falando de uma vida, a pessoa tem que desejar ter a criança, Se preparar para isso, para conseguir dar o total apoio e educação, não é algo tão simples quanto apenas gerir alguém.;for
A legalização do aborto em minha opinião não deve ocorrer. Acredito que o aborto deve ser permitido apenas nos casos de estupro ou se colocar em risco a vida da mãe.;neutral
Provavelmente não, porque cada um tem que arcar com a consequência dos seus atos. Já são distribuídos métodos contraceptivos e é veiculada informação sobre isso em todos os meios de informação. Qualquer pessoas é plenamente capaz de saber o que está fazendo. Além disso, o Estado não consegue suprir as necessidades básicas da saúde pública, quem dirá aumentar o orçamento realizando operações de aborto em hospital público. Doenças como o câncer ou até mesmo atendimento primário devem ser prioridade ao invés de gastar dinheiro público com ações irracionais. Seria mais eficiente gastar esse dinheiro com atendimento básico e educação básica pra todo mundo aprender que se não usar preservativo, engravida.;against
Abortar é uma forma de assassinato pois se é um ser vivo, um ser humano, esse ainda está sob amparo e proteção de outra pessoa que deveria cuidar e não expulsar;against
É uma questão de saúde pública, a partir do momento em que os abortos ocorrerão de qualquer maneira, sendo proibidos ou não. Nessa perspectiva, cabe ao governo, a liberação e apoio deste ato para redução de riscos às mães que o fazem em clínicas clandestinas. Além dos inúmeros outros fatores como o respeito à vontade da mulher, o futuro de crianças que poderia ser diferente e etc.;for
Se achamos desumano cometer um assassinato com um indivíduo que pode se tentar se defender ou até mesmo, com um animal, seja ele domesticado ou não, o que dizer quando se comete uma violência desse tipo com um ser que ainda não nasceu e é covardemente assinado dentro do útero que está sendo gerado, com o consentimento da própria mãe ?!;against
A mulher precisa ser dona do próprio corpo e decidir se deve ou não continuar com a gestação. O homem fica livre da punição, mesmo quando incentiva/obriga a parceira a fazer aborto. Ser contra o aborto não significa que ele deixa de existir, mas que algumas mulheres podem fazer sem risco enquanto outras pagam com a própria vida.;for
A prática do aborto precisa ser analisada pois existem casos e casos. Vou apenas resumir dois pontos: uma mãe vagabunda que não se cuida e não usa meios contraceptivos, engravida e quer abortar? Não vai e pronto! Senão isso vira costume. Agora uma mulher que foi estuprada e engravida, como vai olhar pra criança e amá-la? Impossível! Nesse caso o aborto é obrigação. Casos onde se corre risco de morte, seja do bebê ou da mãe, devem ser analisados individualmente. Então, acredito que o aborto deve ser legalizado, porém com ressalvas que realmente funcionem!;neutral
Sem mencionar os casos excepcionais em que o aborto é legalizado no Brasil, independentemente de crença ou religião, acredito que as adversidades consequentes da criminalização do aborto, que vão desde o impacto de uma gravidez não planejada, especialmente para famílias de baixa renda, até a morte da mãe em clínicas de aborto clandestinas, superam os benefícios, quaisquer que sejam esses.;for
O aborto já ocorre em grande escala por todo o país clandestinamente tirando a vida de milhares de mulheres. Não se trata de uma questão política ou religiosa e sim de saúde pública! Se a mulher decidir pelo aborto, ela o fará, então que o faça com o adequado preparo psicológico e auxílio médico.;for
A mulher é dona do seu corpo e deverá ter consciência de sua capacidade de gerar e criar um filho. Se não desejar, de fato, o filho, fará aborto e, sendo legalizado ela correrá menos risco de morte.;for
Considero a tomada de decisão sobre a vida de uma outra pessoa um assunto delicado. Julgo que o Estado não deveria intervir no direito de uma decisão particular. Os princípios éticos, morais e religiosos de cada indivíduo deveriam ser respeitados. Casos de gravidez que colocam em risco a vida da gestante e do bebê ou estupro são tratados pelas da mesma forma que uma gravidez não planejada na qual as famílias teriam plenas condições financeiras e psicológicas de criar e gerar uma vida e um futuro cidadão.;for
É necessário entender caso a caso, como por exemplo gravidez de risco, estupro etc. Nesses casos deve ser permitido, porém nos casos de sim maneira geral não.;neutral
Quando se fala de aborto, envolve uma dezenas de fatores. Acredito que em caso de estrupo não há porque não legalizar o aborto, pois a criança pode ser um trauma na vida da mulher, mas em circunstâncias do bebê não for planejado não vejo justificativa para o aborto.;neutral
"Mulheres que não tem condições de ter o filho mas engravidam não merecem ir para clinicas de aborto clandestinos com condições precárias, principalmente em casos de estupro. As vezes ela não quer contar para ninguém mas não quer ter esse filho e ai nesses casos com certeza ela precisaria de apoio. A descriminalização evitaria ela de passar por mais esse sofrimento desnecessário. Mas não concordo 100% com a ideia da descriminalização porque acredito que pode virar ""festa"" e toda mulher que não quiser ter um filho fazer aborto, o que seria uma coisa terrível de imaginar, a prevenção é a primeira solução.";neutral
Muitas mulheres são estupradas e acabam engravidando e não têm o que fazer. Muitas pessoas também não estão preparadas para ter filhos e acabam criando de um jeito ruim.;for
O Brasil infelizmente não tem a fiscalização necessária para liberar o aborto porém é necessário a liberação, mediante a pedido judicial para casos de abuso, estupro e outras situações singulares.;neutral
Dependendo do estágio da gestação, acredito que o aborto seja uma medida importante tanto por questões de saúde pública, como por questões dos possíveis maus tratos que uma criança indesejada pode sofrer, entre muitos outros motivos.;for
A mulher tem o direito de escolher dar continuidade em uma gestação ou não uma vez que isso pode mudar completamente o curso de sua vida, uma mulher responsável não deve ter um filho a não ser que tenha consciência do quão importante é cuidar de uma criança.;for
Muita gravidez indesejada resulta em filhos abandonados que não recebem a infância que mereceriam caso fossem planejados. O aborto deveria ser um direito da mãe e do pai.;for
Tendo em vista que o corpo é da mulher ela deveria decidir sobre ele e não o Estado. Acredito que com a legalização o número de mulheres mortas diminuiriam, uma vez que não seria necessário passar por procedimentos nada seguros em clínicas clandestinas, além disso a legalização iria amparar as mulheres oferecendo apoio psicológico que elas precisam.;for
"Acredito que a decisão de ter um filho é uma das decisões mais sérias que um indivíduo vai encontrar ao longo da vida. Do ponto de vista da mulher, a decisão envolve diferentes riscos, dos quais eu destacaria os riscos de natureza biológica, social, financeira e profissional. Assim como cada indivíduo tem a prerrogativa à liberdade de pensamento, de crença e de expressão, que é um reflexo da visão libertária de que cada indivíduo é o melhor juiz de seus valores pessoais, acho que essa noção se estende necessariamente para o domínio físico: cada indivíduo é o melhor juiz sobre seu ""metabolismo"" pessoal. O Estado deveria assumir uma posição laica e reconhecer o direito do indivíduo em decidir as condições sobre às quais seu corpo, vivo ou morto, vai ser submetido. Um desdobramento imediato dessa decisão seria prover em rede pública de saúde os serviços necessários para realização de aborto em condições adequadas.";for
A mulher deve poder decidir o que faz com o próprio corpo e ponto. Se a gravidez é indesejada, ela não deve ser obrigada a completá-la. Além do mais, a criança que nasce por obrigação do estado já tem maior chance de não receber a melhor educação possível. Sem contar que ajudaria no controle da taxa da natalidade e de famílias que tem crescimento insustentável.;for
Concepção da vida é muito importante podemos evitar uma gravidez indesejada de várias formas o aborto é uma forma muito violenta de resolver uma situação muito fácil de ser evitada;against
Ninguém conhece o real sentimento da mulher que passa por uma situação complicada de uma gravidez indesejada, provavelmente ela deve ter o direito de decidir não ter ou não ter.;for
Existem inúmeros casos que tomamos conhecimento de crianças foram abandonadas, deixadas para morrer ou mal tratadas, acredito que se o aborto fosse legalizado tais situações não ocorreriam com tanta frequência. Também temos que considerar os casos de abuso sexual e gravidez involuntária;for
Caso a mulher não queira a criança ela pode crescer num ambiente violento, sem carinho. Caso a mulher não tenha condições de criar, entrando em dívidas e acabando com todo seu dinheiro para cuidar da criança, não vai ser capaz de proporcionar à criança uma infância plena, com consequências imprevisíveis;for
Acredito que o aborto poderia ser legalizado, desde que seguidas algumas restrições básicas. Isto inclui desde o controle dos ambientes em que o procedimento é realizado, até um limite de abortos por pessoa por um determinado período.;neutral
O feto a ser abortado é uma vida , porem a mulher decidi o que realizar e não a sociedade , religião ou medicina , se há a oportunidade de aborto sob uma ocasião critica obvio que deve ser considerada .;for
Por padrão o aborto não deve ser legalizado pois fere o direito à vida do feto. Entretanto pode existir um limite entre a concepção e o nascimento no qual não há vida ainda. Neste caso o aborto é uma opção da gestante.;against
